score;completeness;rescuebot_action;rescuebot_location;vlad_action;vlad_location;world_nr;tick_nr
0;0.0;;(22, 11);;(22, 12);1;42
0;0.0;;(22, 11);;(22, 12);1;43
0;0.0;;(22, 11);;(22, 12);1;44
0;0.0;;(22, 11);;(22, 12);1;45
0;0.0;;(22, 11);;(22, 12);1;46
0;0.0;;(22, 11);;(22, 12);1;47
0;0.0;;(22, 11);;(22, 12);1;48
0;0.0;;(22, 11);;(22, 12);1;49
0;0.0;;(22, 11);;(22, 12);1;50
0;0.0;;(22, 11);;(22, 12);1;51
0;0.0;;(22, 11);;(22, 12);1;52
0;0.0;;(22, 11);;(22, 12);1;53
0;0.0;;(22, 11);MoveWest;(21, 12);1;54
0;0.0;;(22, 11);;(21, 12);1;55
0;0.0;;(22, 11);;(21, 12);1;56
0;0.0;;(22, 11);;(21, 12);1;57
0;0.0;;(22, 11);;(21, 12);1;58
0;0.0;;(22, 11);;(21, 12);1;59
0;0.0;;(22, 11);MoveWest;(20, 12);1;60
0;0.0;MoveNorth;(22, 11);;(20, 12);1;61
0;0.0;MoveNorth;(22, 11);;(20, 12);1;62
0;0.0;MoveNorth;(22, 11);;(20, 12);1;63
0;0.0;MoveNorth;(22, 11);MoveNorth;(20, 11);1;64
0;0.0;MoveNorth;(22, 11);;(20, 11);1;65
0;0.0;MoveNorth;(22, 11);;(20, 11);1;66
0;0.0;MoveNorth;(22, 11);;(20, 11);1;67
0;0.0;MoveNorth;(22, 11);MoveWest;(19, 11);1;68
0;0.0;MoveNorth;(22, 10);;(19, 11);1;69
0;0.0;MoveNorth;(22, 10);;(19, 11);1;70
0;0.0;MoveNorth;(22, 10);;(19, 11);1;71
0;0.0;MoveNorth;(22, 10);MoveNorth;(19, 10);1;72
0;0.0;MoveNorth;(22, 10);;(19, 10);1;73
0;0.0;MoveNorth;(22, 10);;(19, 10);1;74
0;0.0;MoveNorth;(22, 10);;(19, 10);1;75
0;0.0;MoveNorth;(22, 10);;(19, 10);1;76
0;0.0;MoveNorth;(22, 10);;(19, 10);1;77
0;0.0;MoveNorth;(22, 9);;(19, 10);1;78
0;0.0;MoveNorth;(22, 9);;(19, 10);1;79
0;0.0;MoveNorth;(22, 9);;(19, 10);1;80
0;0.0;MoveNorth;(22, 9);;(19, 10);1;81
0;0.0;MoveNorth;(22, 9);;(19, 10);1;82
0;0.0;MoveNorth;(22, 9);;(19, 10);1;83
0;0.0;MoveNorth;(22, 9);;(19, 10);1;84
0;0.0;MoveNorth;(22, 9);;(19, 10);1;85
0;0.0;MoveNorth;(22, 9);;(19, 10);1;86
0;0.0;MoveNorth;(22, 8);;(19, 10);1;87
0;0.0;MoveNorth;(22, 8);;(19, 10);1;88
0;0.0;MoveNorth;(22, 8);;(19, 10);1;89
0;0.0;MoveNorth;(22, 8);;(19, 10);1;90
0;0.0;MoveNorth;(22, 8);;(19, 10);1;91
0;0.0;MoveNorth;(22, 8);;(19, 10);1;92
0;0.0;MoveNorth;(22, 8);;(19, 10);1;93
0;0.0;MoveNorth;(22, 8);;(19, 10);1;94
0;0.0;MoveNorth;(22, 8);;(19, 10);1;95
0;0.0;MoveNorth;(22, 7);;(19, 10);1;96
0;0.0;MoveNorthWest;(22, 7);;(19, 10);1;97
0;0.0;MoveNorthWest;(22, 7);;(19, 10);1;98
0;0.0;MoveNorthWest;(22, 7);;(19, 10);1;99
0;0.0;MoveNorthWest;(22, 7);;(19, 10);1;100
0;0.0;MoveNorthWest;(22, 7);;(19, 10);1;101
0;0.0;MoveNorthWest;(22, 7);;(19, 10);1;102
0;0.0;MoveNorthWest;(22, 7);;(19, 10);1;103
0;0.0;MoveNorthWest;(22, 7);;(19, 10);1;104
0;0.0;MoveNorthWest;(21, 6);;(19, 10);1;105
