score;completeness;rescuebot_action;rescuebot_location;alice_action;alice_location;world_nr;tick_nr
0;0.0;;(22, 11);;(22, 12);1;42
0;0.0;;(22, 11);;(22, 12);1;43
0;0.0;;(22, 11);;(22, 12);1;44
0;0.0;;(22, 11);;(22, 12);1;45
0;0.0;;(22, 11);;(22, 12);1;46
0;0.0;;(22, 11);;(22, 12);1;47
0;0.0;;(22, 11);;(22, 12);1;48
0;0.0;;(22, 11);;(22, 12);1;49
0;0.0;;(22, 11);;(22, 12);1;50
0;0.0;;(22, 11);;(22, 12);1;51
0;0.0;;(22, 11);;(22, 12);1;52
0;0.0;;(22, 11);;(22, 12);1;53
0;0.0;;(22, 11);;(22, 12);1;54
0;0.0;;(22, 11);;(22, 12);1;55
0;0.0;;(22, 11);;(22, 12);1;56
0;0.0;;(22, 11);;(22, 12);1;57
0;0.0;;(22, 11);;(22, 12);1;58
0;0.0;;(22, 11);;(22, 12);1;59
0;0.0;;(22, 11);;(22, 12);1;60
0;0.0;;(22, 11);;(22, 12);1;61
0;0.0;;(22, 11);;(22, 12);1;62
0;0.0;;(22, 11);;(22, 12);1;63
0;0.0;;(22, 11);;(22, 12);1;64
0;0.0;;(22, 11);;(22, 12);1;65
0;0.0;;(22, 11);;(22, 12);1;66
0;0.0;;(22, 11);;(22, 12);1;67
0;0.0;;(22, 11);;(22, 12);1;68
0;0.0;;(22, 11);;(22, 12);1;69
0;0.0;;(22, 11);;(22, 12);1;70
0;0.0;;(22, 11);;(22, 12);1;71
0;0.0;;(22, 11);;(22, 12);1;72
0;0.0;;(22, 11);;(22, 12);1;73
0;0.0;;(22, 11);;(22, 12);1;74
0;0.0;;(22, 11);;(22, 12);1;75
0;0.0;;(22, 11);;(22, 12);1;76
0;0.0;;(22, 11);;(22, 12);1;77
0;0.0;;(22, 11);;(22, 12);1;78
0;0.0;;(22, 11);;(22, 12);1;79
0;0.0;;(22, 11);;(22, 12);1;80
0;0.0;;(22, 11);;(22, 12);1;81
0;0.0;;(22, 11);;(22, 12);1;82
0;0.0;;(22, 11);;(22, 12);1;83
0;0.0;;(22, 11);;(22, 12);1;84
0;0.0;;(22, 11);;(22, 12);1;85
0;0.0;;(22, 11);;(22, 12);1;86
0;0.0;;(22, 11);;(22, 12);1;87
0;0.0;;(22, 11);;(22, 12);1;88
0;0.0;;(22, 11);;(22, 12);1;89
0;0.0;;(22, 11);;(22, 12);1;90
0;0.0;;(22, 11);;(22, 12);1;91
0;0.0;;(22, 11);;(22, 12);1;92
0;0.0;;(22, 11);;(22, 12);1;93
0;0.0;;(22, 11);;(22, 12);1;94
0;0.0;;(22, 11);;(22, 12);1;95
0;0.0;;(22, 11);;(22, 12);1;96
0;0.0;;(22, 11);;(22, 12);1;97
0;0.0;;(22, 11);;(22, 12);1;98
0;0.0;;(22, 11);;(22, 12);1;99
0;0.0;;(22, 11);;(22, 12);1;100
0;0.0;;(22, 11);;(22, 12);1;101
0;0.0;;(22, 11);;(22, 12);1;102
0;0.0;;(22, 11);;(22, 12);1;103
0;0.0;;(22, 11);;(22, 12);1;104
0;0.0;;(22, 11);;(22, 12);1;105
0;0.0;;(22, 11);;(22, 12);1;106
0;0.0;;(22, 11);;(22, 12);1;107
0;0.0;;(22, 11);;(22, 12);1;108
0;0.0;;(22, 11);;(22, 12);1;109
0;0.0;;(22, 11);;(22, 12);1;110
0;0.0;;(22, 11);;(22, 12);1;111
0;0.0;;(22, 11);;(22, 12);1;112
0;0.0;;(22, 11);;(22, 12);1;113
0;0.0;;(22, 11);;(22, 12);1;114
0;0.0;;(22, 11);;(22, 12);1;115
0;0.0;;(22, 11);;(22, 12);1;116
0;0.0;;(22, 11);;(22, 12);1;117
0;0.0;;(22, 11);;(22, 12);1;118
0;0.0;;(22, 11);;(22, 12);1;119
0;0.0;;(22, 11);;(22, 12);1;120
0;0.0;;(22, 11);;(22, 12);1;121
0;0.0;;(22, 11);;(22, 12);1;122
0;0.0;;(22, 11);;(22, 12);1;123
0;0.0;;(22, 11);;(22, 12);1;124
0;0.0;;(22, 11);;(22, 12);1;125
0;0.0;;(22, 11);;(22, 12);1;126
0;0.0;;(22, 11);;(22, 12);1;127
0;0.0;;(22, 11);;(22, 12);1;128
0;0.0;;(22, 11);;(22, 12);1;129
0;0.0;;(22, 11);;(22, 12);1;130
0;0.0;;(22, 11);;(22, 12);1;131
0;0.0;;(22, 11);;(22, 12);1;132
0;0.0;;(22, 11);;(22, 12);1;133
0;0.0;;(22, 11);;(22, 12);1;134
0;0.0;;(22, 11);;(22, 12);1;135
0;0.0;;(22, 11);;(22, 12);1;136
0;0.0;;(22, 11);;(22, 12);1;137
0;0.0;;(22, 11);;(22, 12);1;138
0;0.0;;(22, 11);;(22, 12);1;139
0;0.0;;(22, 11);;(22, 12);1;140
0;0.0;;(22, 11);;(22, 12);1;141
0;0.0;;(22, 11);;(22, 12);1;142
0;0.0;;(22, 11);;(22, 12);1;143
0;0.0;;(22, 11);;(22, 12);1;144
0;0.0;;(22, 11);;(22, 12);1;145
0;0.0;;(22, 11);;(22, 12);1;146
0;0.0;;(22, 11);;(22, 12);1;147
0;0.0;;(22, 11);;(22, 12);1;148
0;0.0;;(22, 11);;(22, 12);1;149
0;0.0;;(22, 11);;(22, 12);1;150
0;0.0;;(22, 11);;(22, 12);1;151
0;0.0;;(22, 11);;(22, 12);1;152
0;0.0;;(22, 11);;(22, 12);1;153
0;0.0;;(22, 11);;(22, 12);1;154
0;0.0;;(22, 11);;(22, 12);1;155
0;0.0;;(22, 11);;(22, 12);1;156
0;0.0;;(22, 11);;(22, 12);1;157
0;0.0;;(22, 11);;(22, 12);1;158
0;0.0;;(22, 11);;(22, 12);1;159
0;0.0;;(22, 11);;(22, 12);1;160
0;0.0;;(22, 11);;(22, 12);1;161
0;0.0;;(22, 11);;(22, 12);1;162
0;0.0;;(22, 11);;(22, 12);1;163
0;0.0;;(22, 11);;(22, 12);1;164
0;0.0;;(22, 11);;(22, 12);1;165
0;0.0;;(22, 11);;(22, 12);1;166
0;0.0;;(22, 11);;(22, 12);1;167
0;0.0;;(22, 11);;(22, 12);1;168
0;0.0;;(22, 11);;(22, 12);1;169
0;0.0;;(22, 11);;(22, 12);1;170
0;0.0;;(22, 11);;(22, 12);1;171
0;0.0;;(22, 11);;(22, 12);1;172
0;0.0;;(22, 11);;(22, 12);1;173
0;0.0;;(22, 11);;(22, 12);1;174
0;0.0;;(22, 11);;(22, 12);1;175
0;0.0;;(22, 11);;(22, 12);1;176
0;0.0;;(22, 11);;(22, 12);1;177
0;0.0;;(22, 11);;(22, 12);1;178
0;0.0;;(22, 11);;(22, 12);1;179
0;0.0;;(22, 11);;(22, 12);1;180
0;0.0;;(22, 11);;(22, 12);1;181
0;0.0;;(22, 11);;(22, 12);1;182
0;0.0;;(22, 11);;(22, 12);1;183
0;0.0;;(22, 11);;(22, 12);1;184
0;0.0;;(22, 11);;(22, 12);1;185
0;0.0;;(22, 11);;(22, 12);1;186
0;0.0;;(22, 11);;(22, 12);1;187
0;0.0;;(22, 11);;(22, 12);1;188
0;0.0;;(22, 11);;(22, 12);1;189
0;0.0;;(22, 11);;(22, 12);1;190
0;0.0;;(22, 11);;(22, 12);1;191
0;0.0;;(22, 11);;(22, 12);1;192
0;0.0;;(22, 11);;(22, 12);1;193
0;0.0;;(22, 11);;(22, 12);1;194
0;0.0;;(22, 11);;(22, 12);1;195
0;0.0;;(22, 11);;(22, 12);1;196
0;0.0;;(22, 11);;(22, 12);1;197
0;0.0;;(22, 11);;(22, 12);1;198
0;0.0;;(22, 11);;(22, 12);1;199
0;0.0;;(22, 11);;(22, 12);1;200
0;0.0;;(22, 11);;(22, 12);1;201
0;0.0;;(22, 11);;(22, 12);1;202
0;0.0;;(22, 11);;(22, 12);1;203
0;0.0;;(22, 11);;(22, 12);1;204
0;0.0;;(22, 11);;(22, 12);1;205
0;0.0;;(22, 11);;(22, 12);1;206
0;0.0;;(22, 11);MoveSouth;(22, 13);1;207
0;0.0;;(22, 11);MoveSouth;(22, 14);1;208
0;0.0;MoveNorth;(22, 11);;(22, 14);1;209
0;0.0;MoveNorth;(22, 11);MoveSouth;(22, 15);1;210
0;0.0;MoveNorth;(22, 11);MoveEast;(23, 15);1;211
0;0.0;MoveNorth;(22, 11);;(23, 15);1;212
0;0.0;MoveNorth;(22, 11);MoveSouth;(23, 16);1;213
0;0.0;MoveNorth;(22, 11);;(23, 16);1;214
0;0.0;MoveNorth;(22, 11);MoveSouth;(23, 17);1;215
0;0.0;MoveNorth;(22, 11);;(23, 17);1;216
0;0.0;MoveNorth;(22, 10);;(23, 17);1;217
0;0.0;MoveNorth;(22, 10);;(23, 17);1;218
0;0.0;MoveNorth;(22, 10);MoveSouth;(23, 18);1;219
0;0.0;MoveNorth;(22, 10);;(23, 18);1;220
0;0.0;MoveNorth;(22, 10);;(23, 18);1;221
0;0.0;MoveNorth;(22, 10);;(23, 18);1;222
0;0.0;MoveNorth;(22, 10);;(23, 18);1;223
0;0.0;MoveNorth;(22, 10);;(23, 18);1;224
0;0.0;MoveNorth;(22, 10);MoveSouth;(23, 18);1;225
0;0.0;MoveNorth;(22, 9);;(23, 18);1;226
0;0.0;MoveNorth;(22, 9);;(23, 18);1;227
0;0.0;MoveNorth;(22, 9);MoveWest;(22, 18);1;228
0;0.0;MoveNorth;(22, 9);;(22, 18);1;229
0;0.0;MoveNorth;(22, 9);;(22, 18);1;230
0;0.0;MoveNorth;(22, 9);;(22, 18);1;231
0;0.0;MoveNorth;(22, 9);MoveWest;(21, 18);1;232
0;0.0;MoveNorth;(22, 9);;(21, 18);1;233
0;0.0;MoveNorth;(22, 9);;(21, 18);1;234
0;0.0;MoveNorth;(22, 8);;(21, 18);1;235
0;0.0;MoveNorth;(22, 8);;(21, 18);1;236
0;0.0;MoveNorth;(22, 8);;(21, 18);1;237
0;0.0;MoveNorth;(22, 8);;(21, 18);1;238
0;0.0;MoveNorth;(22, 8);;(21, 18);1;239
0;0.0;MoveNorth;(22, 8);;(21, 18);1;240
0;0.0;MoveNorth;(22, 8);;(21, 18);1;241
0;0.0;MoveNorth;(22, 8);;(21, 18);1;242
0;0.0;MoveNorth;(22, 8);;(21, 18);1;243
0;0.0;MoveNorth;(22, 7);;(21, 18);1;244
0;0.0;MoveNorthWest;(22, 7);;(21, 18);1;245
0;0.0;MoveNorthWest;(22, 7);;(21, 18);1;246
0;0.0;MoveNorthWest;(22, 7);;(21, 18);1;247
0;0.0;MoveNorthWest;(22, 7);;(21, 18);1;248
0;0.0;MoveNorthWest;(22, 7);;(21, 18);1;249
0;0.0;MoveNorthWest;(22, 7);;(21, 18);1;250
0;0.0;MoveNorthWest;(22, 7);;(21, 18);1;251
0;0.0;MoveNorthWest;(22, 7);;(21, 18);1;252
0;0.0;MoveNorthWest;(21, 6);;(21, 18);1;253
0;0.0;MoveNorth;(21, 6);;(21, 18);1;254
0;0.0;MoveNorth;(21, 6);;(21, 18);1;255
0;0.0;MoveNorth;(21, 6);;(21, 18);1;256
0;0.0;MoveNorth;(21, 6);;(21, 18);1;257
0;0.0;MoveNorth;(21, 6);;(21, 18);1;258
0;0.0;MoveNorth;(21, 6);;(21, 18);1;259
0;0.0;MoveNorth;(21, 6);;(21, 18);1;260
0;0.0;MoveNorth;(21, 6);;(21, 18);1;261
0;0.0;MoveNorth;(21, 5);;(21, 18);1;262
0;0.0;MoveNorth;(21, 5);;(21, 18);1;263
0;0.0;MoveNorth;(21, 5);;(21, 18);1;264
0;0.0;MoveNorth;(21, 5);;(21, 18);1;265
0;0.0;MoveNorth;(21, 5);;(21, 18);1;266
0;0.0;MoveNorth;(21, 5);;(21, 18);1;267
0;0.0;MoveNorth;(21, 5);;(21, 18);1;268
0;0.0;MoveNorth;(21, 5);;(21, 18);1;269
0;0.0;MoveNorth;(21, 5);;(21, 18);1;270
0;0.0;MoveNorth;(21, 4);;(21, 18);1;271
0;0.0;MoveNorthWest;(21, 4);;(21, 18);1;272
0;0.0;MoveNorthWest;(21, 4);;(21, 18);1;273
0;0.0;MoveNorthWest;(21, 4);;(21, 18);1;274
0;0.0;MoveNorthWest;(21, 4);;(21, 18);1;275
0;0.0;MoveNorthWest;(21, 4);;(21, 18);1;276
0;0.0;MoveNorthWest;(21, 4);;(21, 18);1;277
0;0.0;MoveNorthWest;(21, 4);;(21, 18);1;278
0;0.0;MoveNorthWest;(21, 4);;(21, 18);1;279
0;0.0;MoveNorthWest;(20, 3);;(21, 18);1;280
0;0.0;MoveNorth;(20, 3);;(21, 18);1;281
0;0.0;MoveNorth;(20, 3);;(21, 18);1;282
0;0.0;MoveNorth;(20, 3);;(21, 18);1;283
0;0.0;MoveNorth;(20, 3);;(21, 18);1;284
0;0.0;MoveNorth;(20, 3);;(21, 18);1;285
0;0.0;MoveNorth;(20, 3);;(21, 18);1;286
0;0.0;MoveNorth;(20, 3);;(21, 18);1;287
0;0.0;MoveNorth;(20, 3);;(21, 18);1;288
0;0.0;MoveNorth;(20, 2);;(21, 18);1;289
0;0.0;MoveSouth;(20, 2);;(21, 18);1;290
0;0.0;MoveSouth;(20, 2);;(21, 18);1;291
0;0.0;MoveSouth;(20, 2);;(21, 18);1;292
0;0.0;MoveSouth;(20, 2);;(21, 18);1;293
0;0.0;MoveSouth;(20, 2);;(21, 18);1;294
0;0.0;MoveSouth;(20, 2);;(21, 18);1;295
0;0.0;MoveSouth;(20, 2);;(21, 18);1;296
0;0.0;MoveSouth;(20, 2);;(21, 18);1;297
0;0.0;MoveSouth;(20, 3);;(21, 18);1;298
0;0.0;MoveSouthEast;(20, 3);;(21, 18);1;299
0;0.0;MoveSouthEast;(20, 3);;(21, 18);1;300
0;0.0;MoveSouthEast;(20, 3);;(21, 18);1;301
0;0.0;MoveSouthEast;(20, 3);;(21, 18);1;302
0;0.0;MoveSouthEast;(20, 3);;(21, 18);1;303
0;0.0;MoveSouthEast;(20, 3);;(21, 18);1;304
0;0.0;MoveSouthEast;(20, 3);;(21, 18);1;305
0;0.0;MoveSouthEast;(20, 3);;(21, 18);1;306
0;0.0;MoveSouthEast;(21, 4);;(21, 18);1;307
0;0.0;MoveSouth;(21, 4);;(21, 18);1;308
0;0.0;MoveSouth;(21, 4);;(21, 18);1;309
0;0.0;MoveSouth;(21, 4);;(21, 18);1;310
0;0.0;MoveSouth;(21, 4);;(21, 18);1;311
0;0.0;MoveSouth;(21, 4);;(21, 18);1;312
0;0.0;MoveSouth;(21, 4);;(21, 18);1;313
0;0.0;MoveSouth;(21, 4);;(21, 18);1;314
0;0.0;MoveSouth;(21, 4);;(21, 18);1;315
0;0.0;MoveSouth;(21, 5);;(21, 18);1;316
0;0.0;MoveSouth;(21, 5);;(21, 18);1;317
0;0.0;MoveSouth;(21, 5);;(21, 18);1;318
0;0.0;MoveSouth;(21, 5);;(21, 18);1;319
0;0.0;MoveSouth;(21, 5);;(21, 18);1;320
0;0.0;MoveSouth;(21, 5);;(21, 18);1;321
0;0.0;MoveSouth;(21, 5);;(21, 18);1;322
0;0.0;MoveSouth;(21, 5);;(21, 18);1;323
0;0.0;MoveSouth;(21, 5);;(21, 18);1;324
0;0.0;MoveSouth;(21, 6);;(21, 18);1;325
0;0.0;MoveSouthWest;(21, 6);;(21, 18);1;326
0;0.0;MoveSouthWest;(21, 6);;(21, 18);1;327
0;0.0;MoveSouthWest;(21, 6);;(21, 18);1;328
0;0.0;MoveSouthWest;(21, 6);;(21, 18);1;329
0;0.0;MoveSouthWest;(21, 6);;(21, 18);1;330
0;0.0;MoveSouthWest;(21, 6);;(21, 18);1;331
0;0.0;MoveSouthWest;(21, 6);;(21, 18);1;332
0;0.0;MoveSouthWest;(21, 6);;(21, 18);1;333
0;0.0;MoveSouthWest;(20, 7);;(21, 18);1;334
0;0.0;MoveSouth;(20, 7);;(21, 18);1;335
0;0.0;MoveSouth;(20, 7);;(21, 18);1;336
0;0.0;MoveSouth;(20, 7);;(21, 18);1;337
0;0.0;MoveSouth;(20, 7);;(21, 18);1;338
0;0.0;MoveSouth;(20, 7);;(21, 18);1;339
0;0.0;MoveSouth;(20, 7);;(21, 18);1;340
0;0.0;MoveSouth;(20, 7);;(21, 18);1;341
0;0.0;MoveSouth;(20, 7);;(21, 18);1;342
0;0.0;MoveSouth;(20, 8);;(21, 18);1;343
0;0.0;MoveSouth;(20, 8);;(21, 18);1;344
0;0.0;MoveSouth;(20, 8);;(21, 18);1;345
0;0.0;MoveSouth;(20, 8);;(21, 18);1;346
0;0.0;MoveSouth;(20, 8);;(21, 18);1;347
0;0.0;MoveSouth;(20, 8);;(21, 18);1;348
0;0.0;MoveSouth;(20, 8);;(21, 18);1;349
0;0.0;MoveSouth;(20, 8);;(21, 18);1;350
0;0.0;MoveSouth;(20, 8);;(21, 18);1;351
0;0.0;MoveSouth;(20, 9);;(21, 18);1;352
0;0.0;MoveSouth;(20, 9);;(21, 18);1;353
0;0.0;MoveSouth;(20, 9);;(21, 18);1;354
0;0.0;MoveSouth;(20, 9);;(21, 18);1;355
0;0.0;MoveSouth;(20, 9);;(21, 18);1;356
0;0.0;MoveSouth;(20, 9);;(21, 18);1;357
0;0.0;MoveSouth;(20, 9);;(21, 18);1;358
0;0.0;MoveSouth;(20, 9);;(21, 18);1;359
0;0.0;MoveSouth;(20, 9);;(21, 18);1;360
0;0.0;MoveSouth;(20, 10);;(21, 18);1;361
0;0.0;MoveSouth;(20, 10);;(21, 18);1;362
0;0.0;MoveSouth;(20, 10);;(21, 18);1;363
0;0.0;MoveSouth;(20, 10);;(21, 18);1;364
0;0.0;MoveSouth;(20, 10);;(21, 18);1;365
0;0.0;MoveSouth;(20, 10);;(21, 18);1;366
0;0.0;MoveSouth;(20, 10);;(21, 18);1;367
0;0.0;MoveSouth;(20, 10);;(21, 18);1;368
0;0.0;MoveSouth;(20, 10);;(21, 18);1;369
0;0.0;MoveSouth;(20, 11);;(21, 18);1;370
0;0.0;MoveSouth;(20, 11);;(21, 18);1;371
0;0.0;MoveSouth;(20, 11);;(21, 18);1;372
0;0.0;MoveSouth;(20, 11);;(21, 18);1;373
0;0.0;MoveSouth;(20, 11);;(21, 18);1;374
0;0.0;MoveSouth;(20, 11);;(21, 18);1;375
0;0.0;MoveSouth;(20, 11);;(21, 18);1;376
0;0.0;MoveSouth;(20, 11);;(21, 18);1;377
0;0.0;MoveSouth;(20, 11);;(21, 18);1;378
0;0.0;MoveSouth;(20, 12);;(21, 18);1;379
0;0.0;MoveSouth;(20, 12);;(21, 18);1;380
0;0.0;MoveSouth;(20, 12);;(21, 18);1;381
0;0.0;MoveSouth;(20, 12);;(21, 18);1;382
0;0.0;MoveSouth;(20, 12);;(21, 18);1;383
0;0.0;MoveSouth;(20, 12);;(21, 18);1;384
0;0.0;MoveSouth;(20, 12);;(21, 18);1;385
0;0.0;MoveSouth;(20, 12);;(21, 18);1;386
0;0.0;MoveSouth;(20, 12);;(21, 18);1;387
0;0.0;MoveSouth;(20, 13);;(21, 18);1;388
0;0.0;MoveSouth;(20, 13);;(21, 18);1;389
0;0.0;MoveSouth;(20, 13);;(21, 18);1;390
0;0.0;MoveSouth;(20, 13);;(21, 18);1;391
0;0.0;MoveSouth;(20, 13);;(21, 18);1;392
0;0.0;MoveSouth;(20, 13);;(21, 18);1;393
0;0.0;MoveSouth;(20, 13);;(21, 18);1;394
0;0.0;MoveSouth;(20, 13);;(21, 18);1;395
0;0.0;MoveSouth;(20, 13);;(21, 18);1;396
0;0.0;MoveSouth;(20, 14);;(21, 18);1;397
0;0.0;MoveSouth;(20, 14);;(21, 18);1;398
0;0.0;MoveSouth;(20, 14);;(21, 18);1;399
0;0.0;MoveSouth;(20, 14);;(21, 18);1;400
0;0.0;MoveSouth;(20, 14);;(21, 18);1;401
0;0.0;MoveSouth;(20, 14);;(21, 18);1;402
0;0.0;MoveSouth;(20, 14);;(21, 18);1;403
0;0.0;MoveSouth;(20, 14);;(21, 18);1;404
0;0.0;MoveSouth;(20, 14);;(21, 18);1;405
0;0.0;MoveSouth;(20, 15);;(21, 18);1;406
0;0.0;MoveSouth;(20, 15);;(21, 18);1;407
0;0.0;MoveSouth;(20, 15);;(21, 18);1;408
0;0.0;MoveSouth;(20, 15);;(21, 18);1;409
0;0.0;MoveSouth;(20, 15);;(21, 18);1;410
0;0.0;MoveSouth;(20, 15);;(21, 18);1;411
0;0.0;MoveSouth;(20, 15);;(21, 18);1;412
0;0.0;MoveSouth;(20, 15);;(21, 18);1;413
0;0.0;MoveSouth;(20, 15);;(21, 18);1;414
0;0.0;MoveSouth;(20, 16);;(21, 18);1;415
0;0.0;MoveSouth;(20, 16);;(21, 18);1;416
0;0.0;MoveSouth;(20, 16);;(21, 18);1;417
0;0.0;MoveSouth;(20, 16);;(21, 18);1;418
0;0.0;MoveSouth;(20, 16);;(21, 18);1;419
0;0.0;MoveSouth;(20, 16);;(21, 18);1;420
0;0.0;MoveSouth;(20, 16);;(21, 18);1;421
0;0.0;MoveSouth;(20, 16);;(21, 18);1;422
0;0.0;MoveSouth;(20, 16);;(21, 18);1;423
0;0.0;MoveSouth;(20, 17);;(21, 18);1;424
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;425
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;426
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;427
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;428
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;429
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;430
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;431
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;432
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;433
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;434
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;435
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;436
0;0.0;MoveSouthEast;(20, 17);;(21, 18);1;437
0;0.0;MoveSouthEast;(21, 18);;(21, 18);1;438
0;0.0;;(21, 18);;(21, 18);1;439
0;0.0;;(21, 18);;(21, 18);1;440
0;0.0;;(21, 18);;(21, 18);1;441
0;0.0;;(21, 18);;(21, 18);1;442
0;0.0;;(21, 18);;(21, 18);1;443
0;0.0;;(21, 18);;(21, 18);1;444
0;0.0;;(21, 18);;(21, 18);1;445
0;0.0;;(21, 18);;(21, 18);1;446
0;0.0;;(21, 18);;(21, 18);1;447
0;0.0;;(21, 18);;(21, 18);1;448
0;0.0;;(21, 18);;(21, 18);1;449
0;0.0;;(21, 18);;(21, 18);1;450
0;0.0;;(21, 18);;(21, 18);1;451
0;0.0;;(21, 18);;(21, 18);1;452
0;0.0;;(21, 18);;(21, 18);1;453
0;0.0;;(21, 18);;(21, 18);1;454
0;0.0;;(21, 18);;(21, 18);1;455
0;0.0;;(21, 18);;(21, 18);1;456
0;0.0;;(21, 18);;(21, 18);1;457
0;0.0;;(21, 18);;(21, 18);1;458
0;0.0;;(21, 18);;(21, 18);1;459
0;0.0;;(21, 18);;(21, 18);1;460
0;0.0;;(21, 18);;(21, 18);1;461
0;0.0;;(21, 18);;(21, 18);1;462
0;0.0;;(21, 18);;(21, 18);1;463
0;0.0;;(21, 18);;(21, 18);1;464
0;0.0;;(21, 18);;(21, 18);1;465
0;0.0;;(21, 18);;(21, 18);1;466
0;0.0;;(21, 18);;(21, 18);1;467
0;0.0;;(21, 18);;(21, 18);1;468
0;0.0;;(21, 18);;(21, 18);1;469
0;0.0;;(21, 18);;(21, 18);1;470
0;0.0;;(21, 18);;(21, 18);1;471
0;0.0;;(21, 18);;(21, 18);1;472
0;0.0;;(21, 18);;(21, 18);1;473
0;0.0;;(21, 18);;(21, 18);1;474
0;0.0;;(21, 18);;(21, 18);1;475
0;0.0;;(21, 18);;(21, 18);1;476
0;0.0;;(21, 18);;(21, 18);1;477
0;0.0;;(21, 18);;(21, 18);1;478
0;0.0;;(21, 18);;(21, 18);1;479
0;0.0;;(21, 18);;(21, 18);1;480
0;0.0;;(21, 18);;(21, 18);1;481
0;0.0;;(21, 18);;(21, 18);1;482
0;0.0;;(21, 18);;(21, 18);1;483
0;0.0;;(21, 18);;(21, 18);1;484
0;0.0;;(21, 18);;(21, 18);1;485
0;0.0;;(21, 18);;(21, 18);1;486
0;0.0;;(21, 18);;(21, 18);1;487
0;0.0;;(21, 18);;(21, 18);1;488
0;0.0;;(21, 18);;(21, 18);1;489
0;0.0;;(21, 18);;(21, 18);1;490
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;491
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;492
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;493
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;494
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;495
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;496
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;497
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;498
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;499
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;500
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;501
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;502
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;503
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;504
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;505
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;506
0;0.0;;(21, 18);RemoveObjectTogether;(21, 18);1;507
